Date,Open,High,Low,Close,Volume,No_of_Trades,Delivery_Pct
2021-08-11,162.42543029785156,164.39821460688893,157.39955062335872,159.70112276097782,873269,14356,72.41575789103375
2021-08-12,163.36483764648438,167.21645843405685,161.06326566412872,163.92849436372427,686053,10054,71.39314349293794
2021-08-13,163.0360565185547,167.2164652837717,162.51937356231744,164.21032944891823,361447,4473,48.426529706165624
2021-08-16,167.0755615234375,169.09530526928822,164.4921610262678,166.51190477211856,518320,4924,57.70383053855707
2021-08-17,169.70590209960938,174.2620863719286,168.24981527128725,170.5044133504315,994763,13530,63.820237648821475
2021-08-18,168.39073181152344,172.85296877724025,164.49215156470413,169.9877400692186,665467,9067,66.52784084320027
2021-08-20,163.59970092773438,168.95439702326823,162.61332312166013,167.49829570491053,484150,14606,56.93569823026894
2021-08-23,155.61463928222656,166.0421883886184,154.29945936537806,164.39820632536475,350325,4921,67.95793677179647
2021-08-24,160.31173706054688,163.22393970413057,155.94344742955786,155.94344742955786,521323,7998,55.21921692984483
2021-08-25,163.36483764648438,166.13613311613045,161.25114645841342,161.25114645841342,606949,3451,69.35570358913048
2021-08-26,161.76783752441406,167.1694930543207,160.87539295591546,164.1633571915108,449343,8644,78.98824072889116
2021-08-27,158.47988891601562,161.90877484330846,157.16470882584636,161.76785347582668,238667,15698,54.57184789559123
2021-08-30,160.4996337890625,162.19057538271528,159.04353245285108,160.64054081040467,269040,5475,75.74725102081814
2021-08-31,162.75424194335938,165.76037803301145,162.3315065194749,163.458805761296,251623,8633,55.703259434404515
2021-09-01,163.55274963378906,166.08917645404597,163.08304043246787,163.55274963378906,260076,6729,48.73155304333151
2021-09-02,160.1708526611328,164.3982358691979,157.82230643442998,163.5527649613403,404213,17446,66.31168641250153
2021-09-03,163.59970092773438,164.8679214418106,160.07688209350766,160.92236721435398,382286,13677,74.26395716486225
2021-09-06,159.4662628173828,165.80733659657182,158.7616990641396,164.49215665760565,374594,6372,71.85607160262117
2021-09-07,158.05712890625,161.48599996600427,155.5207023642304,159.5132301374938,292124,12299,69.37823127573422
2021-09-08,160.5253143310547,162.61375424174133,158.10461636148756,158.15208386776322,210627,11244,71.38303219327811
2021-09-09,160.8101043701172,163.61052814814698,159.71842405617542,160.05068214392315,232157,5363,59.447116706602415
2021-09-13,161.8068389892578,162.75613110944713,157.58249195142503,160.8575468690685,297442,3934,72.95127131909639
2021-09-14,166.69569396972656,168.6417311331703,161.75936359744207,163.13584869262573,528892,5645,56.62702076783449
2021-09-15,169.11639404296875,174.29004794990541,168.40442491651498,168.97400601169758,640540,15687,66.93714352168912
2021-09-16,169.25880432128906,173.15089370002678,168.5943026698021,170.82513067729758,440559,15949,77.7344604449145
2021-09-17,169.2113037109375,170.63524175058075,162.89851752920455,169.5435617142063,485450,6830,65.1571557695358
2021-09-20,161.23727416992188,169.16385476908295,160.09811202520916,165.65147678301437,406679,14860,77.24225108009264
2021-09-21,159.5760040283203,162.0441547388931,158.10459841112538,160.43036110408636,358101,3280,53.316194477940385
2021-09-22,161.94924926757812,164.1326096607183,160.3354409977978,160.3354409977978,267179,7741,50.26745302813009
2021-09-23,164.98696899414062,166.7431506787143,162.89852928232574,163.7528863737348,317981,4102,77.97679623177623
2021-09-24,165.5090789794922,172.77115755524014,164.93949794078557,168.30948770219672,563346,3005,57.032176809042454
2021-09-27,163.23077392578125,167.31273285848727,162.32894932653232,166.9804748290044,251092,10884,57.362061269943574
2021-09-28,166.36343383789062,167.55004891519368,164.2275266987451,164.84456074492377,475658,15401,64.22304700384518
